name,artists,release_date,genres,common_genre,duration,popularity,source_genre,lines_count,word_count,unique_words,stopwords_count,avg_word_length,chorus_count,verse_count,neg,neu,pos,compound
Out Of Control,Hoobastank,2003-12-09,"['alternative metal', 'funk metal', 'nu metal', 'pop rock', 'post-grunge']",metal,162106,65,Funk,23,146,78,83,4.280821917808219,2,1,0.0,0.847,0.153,0.9629
Blind - Live at CBGB,Korn,2006-04-28,"['alternative metal', 'funk metal', 'hard rock', 'nu metal', 'post-grunge', 'rap metal', 'rock']",metal,252400,65,Funk,45,264,80,142,3.5454545454545454,0,0,0.316,0.65,0.034,-0.9975
Thugz Mansion - 7 Remix,2Pac,2002-01-01,"['g funk', 'gangster rap', 'hip-hop', 'rap', 'west coast rap']",rap,247600,65,Funk,87,752,347,349,4.236702127659575,3,0,0.109,0.695,0.196,0.9982
Dosed,Red Hot Chili Peppers,2002-07-09,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'rock']",rock,311866,67,Funk,25,148,85,67,4.155405405405405,3,1,0.066,0.847,0.087,0.497
Nice to Know You,Incubus,2001-10-23,"['alternative metal', 'alternative rock', 'funk metal', 'funk rock', 'nu metal', 'post-grunge', 'rock']",metal,283160,62,Funk,27,180,97,80,4.25,2,1,0.017,0.781,0.202,0.9881
Ain't Got No Haters (feat. Too Short),Ice Cube,2018-12-07,"['conscious hip-hop', 'g funk', 'gangster rap', 'hip-hop', 'rap', 'west coast rap']",rap,206053,66,Funk,83,592,233,246,4.092905405405405,3,1,0.112,0.709,0.179,0.9933
Before I Let Go,Maze,2009-01-01,"['funk', 'neo soul', 'new jack swing', 'quiet storm', 'soul', 'urban contemporary']",soul,236106,59,Funk,52,292,121,103,3.5273972602739727,0,0,0.021,0.844,0.134,0.9809
Friday,Ice Cube,2007-01-01,"['conscious hip-hop', 'g funk', 'gangster rap', 'hip-hop', 'rap', 'west coast rap']",rap,228920,62,Funk,79,460,255,206,4.206521739130435,1,0,0.133,0.746,0.121,-0.8675
Meiga e abusada,Anitta,2023-06-16,"['funk pop', 'funk rj', 'pagode baiano', 'pop', 'pop nacional']",pop,229320,0,Funk,30,209,109,8,4.133971291866029,0,0,0.013,0.987,0.0,-0.3736
Me gusta,Anitta,2023-06-16,"['funk pop', 'funk rj', 'pagode baiano', 'pop', 'pop nacional']",pop,180791,0,Funk,23,118,75,41,3.711864406779661,0,0,0.039,0.811,0.15,0.8748
Combatchy,Anitta,2023-06-23,"['funk pop', 'funk rj', 'pagode baiano', 'pop', 'pop nacional']",pop,157600,0,Funk,79,425,101,19,5.129411764705883,0,0,0.06,0.94,0.0,-0.9589
Faking Love,Anitta,2023-06-16,"['funk pop', 'funk rj', 'pagode baiano', 'pop', 'pop nacional']",pop,146933,0,Funk,24,132,88,60,4.121212121212121,2,1,0.234,0.496,0.27,0.8975
Quem sabe,Anitta,2023-06-15,"['funk pop', 'funk rj', 'pagode baiano', 'pop', 'pop nacional']",pop,223513,0,Funk,44,277,117,18,4.527075812274369,0,0,0.016,0.955,0.029,0.6808
Vai malandra,Anitta,2023-06-23,"['funk pop', 'funk rj', 'pagode baiano', 'pop', 'pop nacional']",pop,201532,0,Funk,30,129,79,6,4.209302325581396,0,0,0.0,1.0,0.0,0.0
Até o céu,Anitta,2023-06-16,"['funk pop', 'funk rj', 'pagode baiano', 'pop', 'pop nacional']",pop,166829,0,Funk,102,464,152,18,3.6616379310344827,0,0,0.017,0.983,0.0,-0.6808
Musica de amor,Anitta,2023-06-23,"['funk pop', 'funk rj', 'pagode baiano', 'pop', 'pop nacional']",pop,185644,0,Funk,35,190,73,6,4.2,0,0,0.0,0.936,0.064,0.9186
Girl from Rio,Anitta,2023-06-23,"['funk pop', 'funk rj', 'pagode baiano', 'pop', 'pop nacional']",pop,193343,0,Funk,25,168,102,80,4.1726190476190474,1,0,0.007,0.617,0.376,0.9981
Loco,Anitta,2023-06-23,"['funk pop', 'funk rj', 'pagode baiano', 'pop', 'pop nacional']",pop,157323,0,Funk,25,120,92,16,5.3,0,0,0.203,0.781,0.016,-0.9641
Juego,Anitta,2023-06-23,"['funk pop', 'funk rj', 'pagode baiano', 'pop', 'pop nacional']",pop,192324,0,Funk,52,301,128,43,4.1993355481727574,0,0,0.129,0.871,0.0,-0.9843
How I Could Just Kill a Man,Rage Against The Machine,2000-12-05,"['alternative metal', 'alternative rock', 'conscious hip-hop', 'funk metal', 'hard rock', 'nu metal', 'political hip-hop', 'post-grunge', 'rap metal', 'rap rock', 'rock']",metal,244693,64,Funk,95,649,232,337,4.058551617873651,2,2,0.221,0.72,0.058,-0.9993
Movies,Alien Ant Farm,2001-01-01,"['alternative metal', 'funk metal', 'nu metal', 'post-grunge']",metal,195706,63,Funk,37,203,80,96,3.793103448275862,2,3,0.113,0.623,0.264,0.9824
Caught Up In the Rapture,Anita Baker,2017-09-18,"['funk', 'neo soul', 'quiet storm', 'r&b', 'smooth jazz', 'soul', 'urban contemporary']",soul,250266,57,Funk,22,120,67,64,3.6666666666666665,2,1,0.0,0.758,0.242,0.9847
Promises,Cleo Sol,2021-08-20,"['alternative r&b', 'uk contemporary r&b', 'uk funky']",r&b,264826,65,Funk,37,194,87,118,4.041237113402062,2,1,0.082,0.724,0.195,0.9841
Why Don't You,Cleo Sol,2020-03-27,"['alternative r&b', 'uk contemporary r&b', 'uk funky']",r&b,228990,66,Funk,66,342,185,186,3.827485380116959,2,0,0.108,0.629,0.264,0.9975
Ghetto Gospel,2Pac,2004-01-01,"['g funk', 'gangster rap', 'hip-hop', 'rap', 'west coast rap']",rap,238053,71,Funk,77,509,266,236,3.905697445972495,2,1,0.109,0.761,0.131,0.9166
Hello,Ice Cube,2000-02-29,"['conscious hip-hop', 'g funk', 'gangster rap', 'hip-hop', 'rap', 'west coast rap']",rap,232533,67,Funk,111,730,352,294,4.443835616438356,3,2,0.218,0.709,0.073,-0.9989
Ladies Night - Single Version,Kool & The Gang,2018-05-25,"['disco', 'funk', 'motown', 'soul']",disco,208733,64,Funk,77,383,102,152,4.64490861618799,2,3,0.0,0.802,0.198,0.997
Let It Whip,Dazz Band,2001-01-01,"['classic soul', 'disco', 'funk', 'motown', 'p funk', 'post-disco', 'quiet storm', 'soul']",soul,287000,55,Funk,26,100,62,45,3.84,1,1,0.02,0.792,0.188,0.959
Are You In?,Incubus,2001-10-23,"['alternative metal', 'alternative rock', 'funk metal', 'funk rock', 'nu metal', 'post-grunge', 'rock']",metal,264200,63,Funk,44,157,43,90,3.8980891719745223,2,2,0.026,0.894,0.08,0.8799
Puta Mexicana,DJ Jeeh FDC,2022-12-06,['funk mtg'],funk,162461,81,Funk,59,495,129,42,4.345454545454546,0,0,0.014,0.986,0.0,-0.6808
Square Biz,Teena Marie,2001-01-01,"['contemporary r&b', 'funk', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",r&b,383706,57,Funk,22,134,77,62,4.246268656716418,1,1,0.012,0.804,0.184,0.9797
Warning,Incubus,2001-10-23,"['alternative metal', 'alternative rock', 'funk metal', 'funk rock', 'nu metal', 'post-grunge', 'rock']",metal,278733,58,Funk,38,206,114,110,4.266990291262136,2,2,0.098,0.818,0.085,-0.2338
Still Ballin' - Nitty Remix,2Pac,2002-01-01,"['g funk', 'gangster rap', 'hip-hop', 'rap', 'west coast rap']",rap,169600,63,Funk,86,562,286,225,4.405693950177936,2,2,0.252,0.637,0.11,-0.9989
Into Yesterday,Sugar Ray,2007-06-05,"['alternative metal', 'funk metal', 'pop rock', 'post-grunge']",metal,251466,59,Funk,43,219,78,85,4.2785388127853885,2,2,0.01,0.923,0.068,0.8957
Eddie,Red Hot Chili Peppers,2022-10-14,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'rock']",rock,341986,65,Funk,45,254,137,120,4.24015748031496,2,3,0.025,0.817,0.159,0.9815
Changes,Charles Bradley,2016-04-01,"['funk', 'soul']",funk,342999,61,Funk,55,185,108,95,3.9513513513513514,3,2,0.159,0.699,0.142,-0.7121
Natural High - Single Version,Bloodstone,2002,"['classic soul', 'disco', 'funk', 'motown', 'p funk', 'post-disco', 'quiet storm', 'soul', 'southern soul']",soul,249093,57,Funk,38,338,99,201,3.5473372781065087,0,0,0.05,0.7,0.25,0.9971
The Walk,Mayer Hawthorne,2011-01-01,['pop soul'],pop,218413,59,Funk,58,386,163,212,3.854922279792746,3,2,0.102,0.772,0.125,0.799
My Name (feat. Eminem & Nate Dogg),Xzibit,2002-10-01,"['detroit hip-hop', 'g funk', 'gangster rap', 'hardcore hip-hop', 'hip-hop', 'west coast rap']",hip-hop,272506,57,Funk,90,788,340,388,4.112944162436548,4,0,0.225,0.687,0.088,-0.9993
I Got 5 On It,Luniz,2010-04-20,"['g funk', 'oakland hip-hop', 'west coast rap']",funk,253533,62,Funk,101,772,363,339,3.8626943005181347,3,2,0.121,0.78,0.099,-0.9567
Better Dayz,2Pac,2002-01-01,"['g funk', 'gangster rap', 'hip-hop', 'rap', 'west coast rap']",rap,257626,64,Funk,92,637,334,250,4.2810047095761385,3,1,0.098,0.632,0.27,0.9993
Dancing is Healing,Rudimental,2023-04-21,"['pop dance', 'uk dance', 'uk funky']",dance,177321,78,Funk,59,333,70,152,4.2042042042042045,1,2,0.08,0.603,0.318,0.999
Running Away,Hoobastank,2001,"['alternative metal', 'funk metal', 'nu metal', 'pop rock', 'post-grunge']",metal,178440,59,Funk,44,274,115,186,3.605839416058394,2,2,0.047,0.921,0.031,-0.3058
Don't Forget Me,Red Hot Chili Peppers,2002-07-09,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'rock']",rock,277160,63,Funk,57,337,144,171,4.216617210682492,8,2,0.006,0.893,0.101,0.9565
Animal Spirits,Vulfpeck,2016-10-17,"['ann arbor indie', 'funk rock', 'instrumental funk']",funk,190801,59,Funk,80,326,166,132,4.432515337423313,1,2,0.019,0.829,0.152,0.9925
Slow Chemical,Finger Eleven,2004-01-01,"['alternative metal', 'canadian rock', 'funk metal', 'nu metal', 'post-grunge']",metal,198360,60,Funk,30,190,89,101,4.126315789473685,2,2,0.048,0.933,0.019,-0.6697
Foxtrot Uniform Charlie Kilo,Bloodhound Gang,2005-01-01,"['alternative metal', 'comic', 'funk metal', 'funk rock', 'rap rock']",metal,171973,67,Funk,35,234,102,103,4.337606837606837,2,2,0.01,0.972,0.018,0.2244
Someday - Remastered,Sugar Ray,2005-06-17,"['alternative metal', 'funk metal', 'pop rock', 'post-grunge']",metal,243333,58,Funk,47,250,95,124,3.68,0,0,0.057,0.903,0.04,-0.7333
Linda Mujer,Lil Rob,2003,"['chicano rap', 'g funk', 'san diego rap']",rap,268200,55,Funk,82,557,262,261,3.883303411131059,1,3,0.053,0.694,0.253,0.9992
Rainha da favela,LUDMILLA,2023-06-23,"['funk carioca', 'funk pop', 'funk rj', 'pagode baiano', 'pop nacional']",funk,160904,0,Funk,64,341,97,51,4.217008797653959,0,0,0.228,0.772,0.0,-0.9966
Maldivas,LUDMILLA,2023-06-16,"['funk carioca', 'funk pop', 'funk rj', 'pagode baiano', 'pop nacional']",funk,164141,0,Funk,43,277,98,20,4.1516245487364625,0,0,0.0,1.0,0.0,0.0
Brigas demais,LUDMILLA,2023-06-16,"['funk carioca', 'funk pop', 'funk rj', 'pagode baiano', 'pop nacional']",funk,248000,1,Funk,86,476,217,42,4.060924369747899,0,0,0.028,0.757,0.215,0.9987
Desapega,LUDMILLA,2023-06-23,"['funk carioca', 'funk pop', 'funk rj', 'pagode baiano', 'pop nacional']",funk,135742,0,Funk,52,288,112,13,4.1875,0,0,0.031,0.969,0.0,-0.7783
Socadona,LUDMILLA,2023-06-16,"['funk carioca', 'funk pop', 'funk rj', 'pagode baiano', 'pop nacional']",funk,186000,0,Funk,106,497,213,37,4.6720321931589535,0,0,0.029,0.902,0.07,0.9612
Fortune Faded,Red Hot Chili Peppers,2003-11-18,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'rock']",rock,201266,65,Funk,35,214,92,103,4.289719626168225,3,3,0.191,0.718,0.091,-0.9821
Goodbye Angels,Red Hot Chili Peppers,2016-06-17,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'rock']",rock,268733,64,Funk,60,402,198,175,3.888059701492537,1,2,0.142,0.725,0.133,-0.7375
Megalomaniac,Incubus,2004-02-03,"['alternative metal', 'alternative rock', 'funk metal', 'funk rock', 'nu metal', 'post-grunge', 'rock']",metal,294800,60,Funk,48,195,86,97,4.430769230769231,2,3,0.196,0.705,0.099,-0.9581
Gangsta Rap Made Me Do It,Ice Cube,2008-01-01,"['conscious hip-hop', 'g funk', 'gangster rap', 'hip-hop', 'rap', 'west coast rap']",rap,281653,65,Funk,101,748,305,362,3.93048128342246,3,0,0.178,0.753,0.069,-0.9984
Notice,Moe Shop,2018-03-15,"['future funk', 'kawaii future bass']",funk,189130,60,Funk,74,100,40,6,9.78,0,0,0.0,1.0,0.0,0.0
She's a Lover,Red Hot Chili Peppers,2022-04-01,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'rock']",rock,221092,63,Funk,76,343,158,176,3.889212827988338,2,1,0.0,0.559,0.441,0.9997
Stomp! - Single Version,The Brothers Johnson,2003-01-01,"['disco', 'funk', 'jazz funk', 'p funk', 'post-disco', 'quiet storm', 'soul']",funk,247133,64,Funk,81,543,109,257,4.121546961325967,0,0,0.019,0.841,0.14,0.9957
Lil' Homies,2Pac,2001-01-01,"['g funk', 'gangster rap', 'hip-hop', 'rap', 'west coast rap']",rap,223973,68,Funk,96,679,333,236,4.621502209131075,1,3,0.229,0.704,0.067,-0.9993
C.R.E.A.M.,El Michels Affair,2012-09-25,"['afrobeat', 'funk', 'instrumental soul']",funk,174826,62,Funk,1,2,2,0,9.5,0,0,0.0,1.0,0.0,0.0
Just Because,Jane's Addiction,2003-01-01,"['alternative metal', 'alternative rock', 'funk metal', 'funk rock', 'grunge', 'nu metal', 'permanent wave', 'rock']",metal,231853,60,Funk,34,129,59,80,4.224806201550388,0,0,0.036,0.882,0.082,0.8046
It Was A Good Day,Ice Cube,2008-01-01,"['conscious hip-hop', 'g funk', 'gangster rap', 'hip-hop', 'rap', 'west coast rap']",rap,260306,62,Funk,75,516,302,223,3.9709302325581395,2,0,0.224,0.703,0.073,-0.9985
Livin' It Up,Limp Bizkit,2000-10-17,"['alternative metal', 'funk metal', 'nu metal', 'post-grunge', 'rap metal', 'rock']",metal,264040,63,Funk,104,700,271,335,4.114285714285714,2,3,0.15,0.715,0.135,-0.7547
Giving You the Best That I Got (Single Version),Anita Baker,2022-02-14,"['funk', 'neo soul', 'quiet storm', 'r&b', 'smooth jazz', 'soul', 'urban contemporary']",soul,233973,55,Funk,23,182,94,102,3.840659340659341,0,0,0.0,0.695,0.305,0.996
Stadium Arcadium,Red Hot Chili Peppers,2006-05-09,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'rock']",rock,314773,62,Funk,86,435,138,201,4.374712643678161,2,2,0.024,0.868,0.107,0.9806
Go To Church,Ice Cube,2008-01-01,"['conscious hip-hop', 'g funk', 'gangster rap', 'hip-hop', 'rap', 'west coast rap']",rap,231933,61,Funk,188,939,308,385,3.7955271565495208,2,1,0.322,0.654,0.025,-0.9998
Echo,Incubus,2001-10-23,"['alternative metal', 'alternative rock', 'funk metal', 'funk rock', 'nu metal', 'post-grunge', 'rock']",metal,214333,57,Funk,35,167,77,76,4.796407185628743,2,1,0.065,0.72,0.215,0.9794
Tippa My Tongue,Red Hot Chili Peppers,2022-10-14,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'rock']",rock,260808,63,Funk,77,391,157,180,4.268542199488491,6,3,0.036,0.831,0.134,0.9922
Living In A Dream,Finger Eleven,2010-10-05,"['alternative metal', 'canadian rock', 'funk metal', 'nu metal', 'post-grunge']",metal,184773,60,Funk,41,225,103,131,3.7733333333333334,2,3,0.082,0.796,0.122,0.7427
Bad Boy,Yung Bae,2019-06-21,['future funk'],funk,187570,61,Funk,81,563,240,199,4.094138543516874,2,2,0.085,0.841,0.074,-0.8864
If You Think You're Lonely Now,Bobby Womack,2021-03-19,"['classic soul', 'funk', 'quiet storm', 'soul', 'southern soul']",soul,333160,58,Funk,81,693,228,344,4.525252525252525,5,2,0.185,0.772,0.043,-0.9987
Shine,Cleo Sol,2020-07-17,"['alternative r&b', 'uk contemporary r&b', 'uk funky']",r&b,226118,61,Funk,33,209,91,113,4.330143540669856,2,2,0.046,0.803,0.151,0.96
Peace and Love,Red Hot Chili Peppers,2022-10-14,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'rock']",rock,243224,62,Funk,42,331,149,168,3.9637462235649545,3,2,0.042,0.745,0.213,0.9949
Charlie,Red Hot Chili Peppers,2006-05-09,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'rock']",rock,277533,62,Funk,119,498,163,170,4.576305220883534,2,1,0.06,0.807,0.133,0.9847
X6,MC Hariel,2023-06-16,"['funk carioca', 'funk consciente', 'funk paulista']",funk,194000,1,Funk,77,551,166,38,3.468239564428312,0,0,0.029,0.962,0.009,-0.8402
Luz apagada,MC Hariel,2023-06-16,"['funk carioca', 'funk consciente', 'funk paulista']",funk,204461,1,Funk,117,470,222,53,4.272340425531915,0,0,0.038,0.938,0.024,-0.6705
O fim é triste,MC Hariel,2023-06-16,"['funk carioca', 'funk consciente', 'funk paulista']",funk,158117,0,Funk,60,447,134,38,4.225950782997763,0,0,0.036,0.964,0.0,-0.9034
Universally Speaking,Red Hot Chili Peppers,2002-07-09,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'rock']",rock,256959,63,Funk,48,263,103,107,4.444866920152092,3,2,0.096,0.725,0.179,0.9837
Go Robot,Red Hot Chili Peppers,2016-06-17,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'rock']",rock,263800,63,Funk,49,399,157,216,4.135338345864661,3,2,0.054,0.829,0.117,0.9532
Eat You Alive,Limp Bizkit,2003-01-01,"['alternative metal', 'funk metal', 'nu metal', 'post-grunge', 'rap metal', 'rock']",metal,236333,64,Funk,56,298,121,151,4.2885906040268456,2,2,0.125,0.655,0.219,0.9851
Liar,Korn,2005-12-06,"['alternative metal', 'funk metal', 'hard rock', 'nu metal', 'post-grunge', 'rap metal', 'rock']",metal,254760,60,Funk,49,224,105,118,4.147321428571429,2,1,0.28,0.615,0.105,-0.9962
Check Yo Self - Remix,Ice Cube,2001-12-04,"['conscious hip-hop', 'g funk', 'gangster rap', 'hip-hop', 'rap', 'west coast rap']",rap,233160,62,Funk,113,696,307,250,4.373563218390805,3,0,0.215,0.689,0.096,-0.9987
3 on E,Vulfpeck,2020-10-23,"['ann arbor indie', 'funk rock', 'instrumental funk']",funk,177791,58,Funk,40,194,100,74,3.8762886597938144,2,2,0.049,0.886,0.065,0.5894
Break Stuff,Limp Bizkit,2005-01-01,"['alternative metal', 'funk metal', 'nu metal', 'post-grunge', 'rap metal', 'rock']",metal,166653,61,Funk,68,417,159,197,4.196642685851319,2,1,0.252,0.628,0.12,-0.9978
Aqueous Transmission,Incubus,2001-10-23,"['alternative metal', 'alternative rock', 'funk metal', 'funk rock', 'nu metal', 'post-grunge', 'rock']",metal,466560,56,Funk,38,188,81,108,4.404255319148936,3,2,0.046,0.913,0.042,-0.1955
Streiht Up Menace,Compton's Most Wanted,2001-01-23,"['g funk', 'west coast rap']",funk,274840,59,Funk,68,570,275,286,3.9719298245614034,0,0,0.147,0.739,0.114,-0.9845
Lady - Hear Me Tonight,Modjo,2001,"['disco house', 'filter house']",disco,307153,80,Disco,51,301,83,148,3.920265780730897,4,2,0.0,0.811,0.189,0.9953
How Deep Is Your Love,Bee Gees,2020-12-11,"['disco', 'mellow gold', 'soft rock']",disco,241093,79,Disco,22,136,82,78,3.713235294117647,2,1,0.052,0.817,0.131,0.9279
I Will Survive - Single Version,Gloria Gaynor,2000-01-01,"['disco', 'soft rock']",disco,198066,70,Disco,49,450,170,251,3.86,1,2,0.122,0.739,0.139,0.9497
Passion,RAC,2020-05-08,"['indietronica', 'metropopolis', 'nu disco', 'shimmer pop']",disco,132746,68,Disco,25,84,46,40,4.928571428571429,1,2,0.0,0.934,0.066,0.7184
Give It Up,KC & The Sunshine Band,2016-03-11,"['disco', 'mellow gold', 'new wave pop', 'soft rock', 'soul']",disco,254240,72,Disco,48,270,41,95,3.225925925925926,0,0,0.0,0.871,0.129,0.9888
"World, Hold On - FISHER Rework",Bob Sinclar,2022-09-02,"['disco house', 'filter house']",disco,178304,63,Disco,33,243,120,113,4.148148148148148,2,2,0.027,0.836,0.137,0.9805
World Hold On - FISHER Rework,Bob Sinclar,2022-07-08,"['disco house', 'filter house']",disco,178304,76,Disco,33,243,120,113,4.148148148148148,2,2,0.027,0.836,0.137,0.9805
Crave You,Flight Facilities,2014-10-24,"['aussietronica', 'australian dance', 'australian indie', 'indietronica', 'nu disco']",dance,234786,64,Disco,27,200,75,115,3.685,1,2,0.093,0.846,0.061,-0.351
Swing,Savage,2008-01-01,"['italian disco', 'nz hip-hop']",disco,217893,62,Disco,25,219,105,91,3.6575342465753424,1,1,0.119,0.85,0.031,-0.9194
You Should Be Dancing,Bee Gees,2023-06-22,"['disco', 'mellow gold', 'soft rock']",disco,257413,0,Disco,24,111,49,53,4.072072072072072,2,2,0.022,0.825,0.153,0.9226
Stayin' Alive - Edited Version,Bee Gees,2023-06-23,"['disco', 'mellow gold', 'soft rock']",disco,92866,0,Disco,24,130,86,44,4.515384615384615,1,1,0.025,0.637,0.338,0.9916
Melody Fair,Bee Gees,2023-06-23,"['disco', 'mellow gold', 'soft rock']",disco,229346,0,Disco,29,166,60,76,4.469879518072289,3,2,0.064,0.74,0.196,0.9746
Tragedy,Bee Gees,2023-06-22,"['disco', 'mellow gold', 'soft rock']",disco,302373,0,Disco,55,411,96,214,4.318734793187348,2,2,0.321,0.602,0.078,-0.9989
You Win Again,Bee Gees,2023-06-13,"['disco', 'mellow gold', 'soft rock']",disco,241400,1,Disco,26,191,126,99,4.0680628272251305,2,1,0.074,0.764,0.163,0.9758
Stayin' Alive,Bee Gees,2023-06-15,"['disco', 'mellow gold', 'soft rock']",disco,284666,0,Disco,29,150,95,60,3.933333333333333,2,1,0.026,0.73,0.244,0.9867
In The Rain,The Dramatics,2007-01-01,"['classic soul', 'disco', 'funk', 'memphis soul', 'motown', 'post-disco', 'quiet storm', 'soul', 'southern soul']",soul,209213,56,Disco,22,152,67,71,3.5328947368421053,3,2,0.263,0.716,0.022,-0.9908
I'm Your Boogie Man,KC & The Sunshine Band,2004-10-26,"['disco', 'mellow gold', 'new wave pop', 'soft rock', 'soul']",disco,242133,57,Disco,65,394,93,224,3.883248730964467,3,2,0.0,0.913,0.087,0.9824
Strangers,Roosevelt,2021-02-26,"['indie emo', 'nu disco', 'shiver pop']",indie,220726,62,Disco,23,92,68,47,4.336956521739131,2,1,0.081,0.808,0.11,0.6305
